员工编号,姓名,部门,岗位序列,职级,学历,工作城市,入职日期,司龄(年),基本工资,绩效工资,岗位津贴,餐补交通补,应发工资,五险一金个人部分,个税扣除,实发工资,本年度绩效评级,是否在职
EMP0755,崔敏,技术研发部,销售序列,P2,硕士,武汉,2025-06-02,0.1,8713,2437,938,1323,13411,1408,672,11331,A,是
EMP0756,殷建,销售部,运营序列,P2,本科,杭州,2023-02-24,2.4,10135,4039,1391,1522,17087,1794,966,14327,B,是
EMP0757,孙丽丽,运营部,运营序列,P2,大专,西安,2019-02-09,6.4,7325,2907,998,1397,12627,1325,610,10692,D,是
EMP0758,韦秀英,人力资源部,产品序列,P3,本科,上海,2024-08-02,0.9,15226,3146,1326,333,20031,2103,1202,16726,S,是
EMP0759,阳慧,销售部,技术序列,P3,本科,广州,2024-09-20,0.8,12265,4419,869,1594,19147,2010,1131,16006,C,是
EMP0760,阎燕,销售部,产品序列,P5,硕士,成都,2021-11-05,3.7,17360,4117,2213,1355,25045,2629,1603,20813,B,否
EMP0761,蒲玉,技术研发部,职能序列,P2,本科,杭州,2021-06-07,4.1,10291,2462,960,1477,15190,1594,815,12781,A,是
EMP0762,张丽娟,产品部,运营序列,P4,硕士,杭州,2023-01-11,2.5,18808,4493,1301,795,25397,2666,1631,21100,C,是
EMP0763,任建平,产品部,销售序列,P3,本科,深圳,2018-09-06,6.8,16712,6144,2347,1771,26974,2832,1757,22385,B,是
EMP0764,张玉珍,运营部,产品序列,P2,大专,广州,2019-01-29,6.4,9414,2061,657,594,12726,1336,618,10772,B,是
EMP0765,吴宇,技术研发部,运营序列,P3,博士,北京,2020-12-06,4.6,15932,2394,837,896,20059,2106,1204,16749,A,是
EMP0766,高艳,财务部,运营序列,P2,本科,广州,2016-11-13,8.6,8336,3039,433,1179,12987,1363,638,10986,A,是
EMP0767,姜坤,运营部,运营序列,P4,本科,广州,2024-01-01,1.5,17792,3582,1996,303,23673,2485,1493,19695,C,是
EMP0768,陶丽娟,销售部,职能序列,P3,本科,武汉,2019-03-16,6.3,11321,2053,1315,1559,16248,1706,899,13643,B,是
EMP0769,张冬梅,产品部,技术序列,P2,硕士,武汉,2018-08-18,6.9,6557,1450,531,1022,9560,1003,364,8193,C,是
EMP0770,陆俊,销售部,运营序列,P2,本科,武汉,2019-01-17,6.5,7679,2027,629,792,11127,1168,490,9469,A,是
EMP0771,丁建华,技术研发部,技术序列,P3,本科,成都,2019-10-07,5.7,10958,3208,919,1468,16553,1738,924,13891,A,是
EMP0772,陈桂兰,销售部,产品序列,P6,大专,西安,2019-08-02,5.9,24947,4075,2944,1153,33119,3477,2249,27393,S,是
EMP0773,李峰,技术研发部,运营序列,P3,本科,广州,2022-01-21,3.4,11841,5223,660,683,18407,1932,1072,15403,B,是
EMP0774,杨桂芝,市场部,职能序列,P4,硕士,成都,2016-11-26,8.6,15168,5533,2167,1660,24528,2575,1562,20391,D,是
EMP0775,孙佳,销售部,销售序列,P4,本科,杭州,2017-07-20,8.0,16329,4032,1179,1668,23208,2436,1456,19316,B,是
EMP0776,佟莉,技术研发部,运营序列,P7,本科,武汉,2017-09-09,7.8,40012,9827,6000,475,56314,5912,4105,46297,A,是
EMP0777,解磊,技术研发部,职能序列,P5,本科,杭州,2018-08-05,6.9,24366,6933,1636,1372,34307,3602,2344,28361,C,否
EMP0778,朱莹,运营部,运营序列,P4,本科,武汉,2020-04-17,5.2,16236,5485,2064,1038,24823,2606,1585,20632,B,是
EMP0779,曾丽丽,运营部,运营序列,P4,硕士,上海,2023-10-13,1.7,28120,5452,2034,438,36044,3784,2483,29777,S,否
EMP0780,刘丹,运营部,技术序列,P6,本科,成都,2017-09-17,7.8,25735,5318,1494,1377,33924,3562,2313,28049,B,是
EMP0781,王浩,运营部,技术序列,P3,博士,成都,2023-12-03,1.6,11343,4626,1559,1414,18942,1988,1115,15839,A,否
EMP0782,王海燕,人力资源部,产品序列,P3,本科,西安,2018-05-26,7.1,9255,2099,1257,1339,13950,1464,716,11770,A,是
EMP0783,李帆,产品部,运营序列,P1,本科,北京,2016-09-20,8.8,9843,2599,889,1339,14670,1540,773,12357,A,是
EMP0784,黄建平,产品部,技术序列,P5,硕士,深圳,2020-08-26,4.8,26021,10704,3128,1434,41287,4335,2902,34050,B,是
EMP0785,侯峰,技术研发部,技术序列,P5,本科,广州,2020-07-27,4.9,26949,9403,2848,341,39541,4151,2763,32627,B,是
EMP0786,罗晨,销售部,技术序列,P2,本科,北京,2019-09-17,5.8,10630,2684,1438,1099,15851,1664,868,13319,A,是
EMP0787,王秀华,财务部,销售序列,P4,博士,成都,2022-01-31,3.4,14393,5111,1173,1262,21939,2303,1355,18281,A,是
EMP0788,莫杰,市场部,产品序列,P3,大专,北京,2021-03-23,4.3,14239,2219,1457,389,18304,1921,1064,15319,B,是
EMP0789,魏霞,市场部,运营序列,P2,大专,上海,2020-08-30,4.8,12733,4720,1254,1601,20308,2132,1224,16952,D,否
EMP0790,黄丹,客户服务部,技术序列,M2,本科,深圳,2016-09-12,8.8,36090,10686,3081,1092,50949,5349,3675,41925,B,是
EMP0791,张凯,技术研发部,运营序列,P2,本科,西安,2018-04-27,7.2,7900,3112,1099,1064,13175,1383,654,11138,A,是
EMP0792,张伟,财务部,技术序列,P1,本科,成都,2025-05-04,0.2,5502,2401,366,819,9088,954,327,7807,A,是
EMP0793,金鹏,人力资源部,技术序列,P4,大专,成都,2020-09-16,4.8,14557,6226,945,333,22061,2316,1364,18381,A,否
EMP0794,白秀英,财务部,运营序列,P4,大专,广州,2020-05-14,5.1,17952,7589,1933,1031,28505,2993,1880,23632,A,否
EMP0795,雷秀梅,技术研发部,技术序列,P1,硕士,西安,2024-08-19,0.9,4960,1506,574,438,7478,785,198,6495,B,是
EMP0796,乔鑫,销售部,技术序列,P4,大专,西安,2022-07-20,3.0,14394,3714,999,1006,20113,2111,1209,16793,B,是
EMP0797,李鹏,客户服务部,技术序列,P3,本科,武汉,2023-10-19,1.7,12309,3563,1096,793,17761,1864,1020,14877,B,是
EMP0798,赵帅,财务部,技术序列,P2,本科,深圳,2016-03-21,9.3,10163,3627,1470,1645,16905,1775,952,14178,B,是
EMP0799,张英,运营部,技术序列,P2,本科,上海,2024-08-01,0.9,13219,5488,986,1586,21279,2234,1302,17743,A,是
EMP0800,赵凤兰,客户服务部,产品序列,P4,大专,杭州,2022-06-16,3.0,22297,4729,2605,512,30143,3165,2011,24967,B,是
EMP0801,黎淑华,运营部,销售序列,P2,硕士,北京,2020-04-07,5.2,10711,4557,1328,1491,18087,1899,1046,15142,B,是
EMP0802,印雪,技术研发部,运营序列,P7,大专,西安,2021-05-07,4.2,30902,12192,2929,980,47003,4935,3360,38708,B,是
EMP0803,陈瑞,财务部,运营序列,P5,硕士,广州,2016-01-25,9.4,26403,11713,3795,573,42484,4460,2998,35026,A,是
EMP0804,刘晶,财务部,技术序列,M2,硕士,成都,2019-12-11,5.6,26048,10785,3221,390,40444,4246,2835,33363,B,是
EMP0805,徐岩,市场部,销售序列,P2,本科,杭州,2019-05-08,6.2,12211,2857,1169,1021,17258,1812,980,14466,A,是
EMP0806,麦华,运营部,产品序列,M1,本科,上海,2024-06-13,1.0,26952,4899,2882,1418,36151,3795,2492,29864,A,是
EMP0807,高春梅,客户服务部,技术序列,P3,本科,深圳,2020-05-16,5.1,13863,2546,1653,993,19055,2000,1124,15931,C,是
EMP0808,张雷,客户服务部,运营序列,P3,本科,西安,2025-05-16,0.1,8744,2075,955,1616,13390,1405,671,11314,C,是
EMP0809,任明,市场部,技术序列,P1,硕士,北京,2020-09-12,4.8,9894,3307,1364,658,15223,1598,817,12808,A,是
EMP0810,王小红,技术研发部,产品序列,P1,硕士,西安,2022-01-13,3.5,5085,1989,435,1702,9211,967,336,7908,A,是
EMP0811,曾涛,客户服务部,运营序列,P4,本科,广州,2024-05-19,1.1,17732,7443,1418,1251,27844,2923,1827,23094,B,否
EMP0812,王金凤,销售部,销售序列,P3,本科,西安,2024-03-28,1.3,11303,3810,806,1724,17643,1852,1011,14780,A,是
EMP0813,杨淑珍,技术研发部,运营序列,P2,硕士,西安,2022-02-14,3.4,6979,1058,375,1280,9692,1017,375,8300,B,是
EMP0814,梁磊,客户服务部,职能序列,P4,硕士,西安,2024-12-20,0.5,13962,2874,758,1593,19187,2014,1134,16039,A,是
EMP0815,李桂英,销售部,销售序列,P2,本科,成都,2022-10-06,2.7,7774,1398,1065,673,10910,1145,472,9293,A,是
EMP0816,庄艳,人力资源部,技术序列,P4,本科,成都,2018-06-22,7.0,15970,4136,1881,576,22563,2369,1405,18789,B,是
EMP0817,周璐,财务部,技术序列,P3,本科,杭州,2021-06-22,4.0,14617,4391,1696,429,21133,2218,1290,17625,B,是
EMP0818,杨玉梅,市场部,产品序列,P5,硕士,杭州,2018-06-17,7.0,26578,4332,2962,1766,35638,3741,2451,29446,A,是
EMP0819,魏亮,技术研发部,产品序列,P5,本科,北京,2019-01-22,6.4,32748,8335,4418,1237,46738,4907,3339,38492,B,是
EMP0820,刘浩,产品部,产品序列,P3,本科,深圳,2020-11-20,4.6,14655,2986,1436,375,19452,2042,1156,16254,A,是
EMP0821,王彬,销售部,销售序列,P3,本科,上海,2021-06-12,4.1,13047,4489,1787,900,20223,2123,1217,16883,A,是
EMP0822,黄淑兰,技术研发部,职能序列,P3,本科,武汉,2016-04-28,9.2,10721,3101,921,712,15455,1622,836,12997,D,是
EMP0823,欧阳雪梅,产品部,运营序列,P5,本科,深圳,2020-05-11,5.1,37646,11240,5370,389,54645,5737,3971,44937,B,是
EMP0824,邵娜,市场部,技术序列,P3,博士,深圳,2019-10-08,5.7,13713,3816,1643,708,19880,2087,1190,16603,B,是
EMP0825,薛杰,人力资源部,销售序列,P2,大专,深圳,2023-07-02,2.0,10170,4442,770,385,15767,1655,861,13251,B,是
EMP0826,黄凤英,销售部,销售序列,P1,本科,武汉,2023-08-13,1.9,5014,1075,533,946,7568,794,205,6569,C,是
EMP0827,温琴,产品部,销售序列,P3,大专,北京,2024-12-13,0.5,17662,5386,1824,935,25807,2709,1664,21434,B,是
EMP0828,陈平,产品部,技术序列,P3,本科,武汉,2020-07-14,5.0,10959,4063,699,1355,17076,1792,966,14318,S,是
EMP0829,张勇,运营部,运营序列,P5,本科,北京,2024-02-14,1.4,31881,10107,3478,1115,46581,4891,3326,38364,A,是
EMP0830,邹秀英,市场部,技术序列,P2,本科,武汉,2017-11-07,7.7,6762,2898,550,1412,11622,1220,529,9873,B,是
EMP0831,王颖,技术研发部,技术序列,P3,本科,上海,2025-06-04,0.1,16035,4223,885,1269,22412,2353,1392,18667,B,是
EMP0832,刘丽丽,市场部,技术序列,P5,本科,西安,2021-03-29,4.3,16472,4762,2386,818,24438,2565,1555,20318,D,是
EMP0833,傅荣,技术研发部,运营序列,P5,大专,深圳,2017-06-06,8.1,31208,5509,3562,374,40653,4268,2852,33533,B,是
EMP0834,林婷,技术研发部,职能序列,P3,本科,西安,2022-12-23,2.5,11200,3726,1542,1624,18092,1899,1047,15146,C,是
EMP0835,孙林,人力资源部,技术序列,P3,硕士,北京,2021-12-27,3.5,13810,3265,1624,691,19390,2035,1151,16204,A,是
EMP0836,宋秀梅,市场部,产品序列,P3,硕士,武汉,2016-04-20,9.2,8487,1681,727,885,11780,1236,542,10002,C,否
EMP0837,黄玉珍,销售部,产品序列,P7,本科,上海,2020-06-01,5.1,69659,21828,7054,1031,99572,10455,7565,81552,B,是
EMP0838,饶海燕,市场部,产品序列,P2,本科,武汉,2022-08-21,2.9,7042,2180,827,397,10446,1096,435,8915,D,是
EMP0839,杜丽华,财务部,技术序列,P7,硕士,西安,2022-04-30,3.2,42543,7349,6212,1642,57746,6063,4219,47464,A,是
EMP0840,马桂香,运营部,产品序列,P4,大专,成都,2023-06-08,2.1,14487,5207,1091,979,21764,2285,1341,18138,B,是
EMP0841,王倩,技术研发部,职能序列,P3,硕士,上海,2016-04-21,9.2,15551,5242,2138,859,23790,2497,1503,19790,B,是
EMP0842,王阳,运营部,技术序列,P1,硕士,深圳,2016-12-09,8.6,8694,1797,1238,554,12283,1289,582,10412,B,是
EMP0843,田宁,技术研发部,技术序列,P3,大专,广州,2023-03-17,2.3,11388,3311,1332,1053,17084,1793,966,14325,B,否
EMP0844,明岩,客户服务部,产品序列,P3,本科,深圳,2020-10-21,4.7,15583,5704,2230,1194,24711,2594,1576,20541,D,是
EMP0845,梁军,技术研发部,销售序列,P2,硕士,广州,2017-07-09,8.0,8883,2743,797,1119,13542,1421,683,11438,B,否
EMP0846,王斌,市场部,职能序列,P4,本科,上海,2021-03-06,4.3,18480,4964,2685,1200,27329,2869,1786,22674,B,是
EMP0847,张健,技术研发部,职能序列,M1,大专,成都,2018-01-14,7.5,18770,4630,2257,1091,26748,2808,1739,22201,S,是
EMP0848,张丽华,客户服务部,产品序列,P4,本科,西安,2016-07-24,8.9,13596,4529,736,994,19855,2084,1188,16583,C,是
EMP0849,陈丽娟,人力资源部,运营序列,P4,本科,成都,2018-12-01,6.6,14481,6251,2037,682,23451,2462,1476,19513,B,是
EMP0850,李阳,财务部,技术序列,P1,本科,北京,2020-04-01,5.3,7479,2629,736,1316,12160,1276,572,10312,B,是
EMP0851,何玉,技术研发部,运营序列,P3,本科,成都,2019-09-02,5.8,12695,2188,1219,1717,17819,1870,1025,14924,S,是
EMP0852,梁静,运营部,销售序列,P2,博士,杭州,2018-05-16,7.1,11024,3177,1175,1318,16694,1752,935,14007,B,是
EMP0853,王晶,技术研发部,运营序列,P4,本科,上海,2021-02-05,4.4,24500,10222,1590,1052,37364,3923,2589,30852,S,是
EMP0854,姜秀荣,销售部,销售序列,P7,本科,西安,2019-08-31,5.8,36067,6432,3495,1363,47357,4972,3388,38997,S,是
EMP0855,吕杨,技术研发部,职能序列,P4,本科,西安,2019-10-14,5.7,11126,4969,1481,846,18422,1934,1073,15415,B,是
EMP0856,姚伟,技术研发部,技术序列,P1,本科,北京,2024-07-14,1.0,10800,4694,556,469,16519,1734,921,13864,A,是
EMP0857,王丹丹,技术研发部,销售序列,P3,本科,西安,2020-04-01,5.3,10065,1746,777,1789,14377,1509,750,12118,A,是
EMP0858,郭坤,市场部,技术序列,P4,博士,成都,2019-02-13,6.4,13433,5776,674,1169,21052,2210,1284,17558,B,是
EMP0859,高彬,财务部,运营序列,P3,硕士,上海,2024-06-07,1.1,16653,4312,1524,461,22950,2409,1436,19105,S,是
EMP0860,林健,技术研发部,技术序列,P5,本科,深圳,2025-04-30,0.2,34976,14109,4296,1181,54562,5729,3964,44869,A,是
EMP0861,刘丽娟,运营部,技术序列,P5,本科,成都,2020-09-22,4.8,21261,5857,2761,1533,31412,3298,2112,26002,A,是
EMP0862,徐瑞,市场部,产品序列,P4,本科,武汉,2018-10-30,6.7,16609,4687,2400,669,24365,2558,1549,20258,B,是
EMP0863,刘金凤,人力资源部,技术序列,P3,本科,广州,2025-05-12,0.1,14395,4898,1595,1417,22305,2342,1384,18579,B,是
EMP0864,裴凤兰,市场部,运营序列,P2,本科,上海,2016-12-01,8.6,10092,3858,761,901,15612,1639,848,13125,B,是
EMP0865,万建平,市场部,运营序列,P2,本科,西安,2021-04-10,4.2,6810,1090,969,957,9826,1031,386,8409,A,是
EMP0866,何莉,财务部,技术序列,P3,博士,北京,2016-03-20,9.3,18117,5941,2310,510,26878,2822,1750,22306,A,是
EMP0867,王淑华,技术研发部,技术序列,P3,本科,深圳,2024-05-26,1.1,10346,2131,1111,463,14051,1475,724,11852,A,是
EMP0868,关秀华,技术研发部,运营序列,P4,本科,杭州,2022-01-18,3.5,18561,4710,2219,971,26461,2778,1716,21967,B,是
EMP0869,唐海燕,销售部,产品序列,P4,硕士,深圳,2016-08-01,8.9,17593,4475,2505,1653,26226,2753,1698,21775,C,是
EMP0870,韩玉珍,客户服务部,职能序列,P1,本科,成都,2019-12-04,5.6,5411,1573,656,905,8545,897,283,7365,A,是
EMP0871,王秀华,市场部,职能序列,P3,本科,广州,2018-07-07,7.0,12283,3073,1066,927,17349,1821,987,14541,A,是
EMP0872,杨秀珍,产品部,销售序列,P2,本科,深圳,2023-04-16,2.2,10728,1954,1301,1213,15196,1595,815,12786,A,是
EMP0873,陈秀云,运营部,职能序列,P2,本科,杭州,2016-10-08,8.7,9313,1803,503,1534,13153,1381,652,11120,B,是
EMP0874,冯林,市场部,产品序列,P5,硕士,武汉,2024-10-04,0.7,18061,2890,1600,1769,24320,2553,1545,20222,B,是
EMP0875,郑畅,技术研发部,职能序列,P1,本科,北京,2023-04-23,2.2,11156,3247,1011,1172,16586,1741,926,13919,B,是
EMP0876,李辉,技术研发部,技术序列,P3,硕士,上海,2016-06-13,9.1,19414,8470,1294,641,29819,3130,1985,24704,C,是
EMP0877,邓东,运营部,技术序列,P2,本科,广州,2024-06-16,1.0,8011,1479,419,1712,11621,1220,529,9872,B,是
EMP0878,朱玉,运营部,职能序列,P6,本科,杭州,2016-05-07,9.2,43727,18972,2769,1209,66677,7001,4934,54742,A,是
EMP0879,杨宇,技术研发部,产品序列,P4,硕士,西安,2018-10-09,6.7,13366,4945,1543,1019,20873,2191,1269,17413,A,是
EMP0880,薛玉,技术研发部,职能序列,P2,本科,成都,2018-03-27,7.3,7910,2699,1030,1215,12854,1349,628,10877,B,是
EMP0881,刘莉,技术研发部,销售序列,P3,本科,成都,2025-05-30,0.1,10579,3634,1574,386,16173,1698,893,13582,B,是
EMP0882,段冬梅,运营部,销售序列,P4,本科,成都,2016-03-24,9.3,13591,5409,1150,1788,21938,2303,1355,18280,B,是
EMP0883,任梅,技术研发部,销售序列,M1,本科,西安,2022-12-19,2.5,19185,3493,2109,1022,25809,2709,1664,21436,B,是
EMP0884,杨华,技术研发部,产品序列,P2,大专,西安,2017-09-16,7.8,7521,2267,1080,1559,12427,1304,594,10529,B,是
EMP0885,张淑珍,销售部,技术序列,P6,本科,广州,2018-09-04,6.8,32338,11613,2157,1190,47298,4966,3383,38949,C,是
EMP0886,钟辉,技术研发部,运营序列,P7,本科,深圳,2017-06-01,8.1,47772,15575,5816,862,70025,7352,5202,57471,B,否
EMP0887,李瑜,运营部,产品序列,P6,本科,广州,2021-04-23,4.2,30621,12243,3842,1609,48315,5073,3465,39777,B,是
EMP0888,梁淑珍,技术研发部,运营序列,P4,硕士,成都,2023-07-05,2.0,11852,2034,698,417,15001,1575,800,12626,A,否
EMP0889,陈丹丹,技术研发部,职能序列,P4,本科,武汉,2017-04-13,8.2,14421,5151,1963,453,21988,2308,1359,18321,B,是
EMP0890,龙红,产品部,职能序列,P3,硕士,杭州,2022-04-29,3.2,11689,3626,1534,1674,18523,1944,1081,15498,C,是
EMP0891,程丹丹,运营部,产品序列,P5,大专,上海,2018-06-11,7.1,30709,8099,1638,1605,42051,4415,2964,34672,B,是
EMP0892,施峰,销售部,技术序列,P3,本科,上海,2021-03-19,4.3,18467,4655,1091,1131,25344,2661,1627,21056,B,是
EMP0893,洪阳,销售部,产品序列,P4,硕士,广州,2023-11-05,1.7,20178,6784,1108,1044,29114,3056,1929,24129,B,否
EMP0894,谢帆,市场部,技术序列,P3,本科,成都,2018-11-15,6.6,10618,4430,886,1350,17284,1814,982,14488,S,是
EMP0895,江佳,运营部,销售序列,P4,本科,西安,2024-08-07,0.9,13893,4151,1402,1691,21137,2219,1290,17628,B,是
EMP0896,唐玉英,技术研发部,产品序列,P5,本科,北京,2020-02-19,5.4,39831,15829,4111,627,60398,6341,4431,49626,A,是
EMP0897,徐洋,产品部,技术序列,P2,大专,武汉,2017-11-18,7.6,8074,2185,619,363,11241,1180,499,9562,D,是
EMP0898,陈帆,销售部,技术序列,P5,本科,广州,2022-10-17,2.7,24477,4423,3455,592,32947,3459,2235,27253,B,是
EMP0899,刘凤兰,技术研发部,职能序列,P3,本科,成都,2022-10-23,2.7,8835,1488,767,1544,12634,1326,610,10698,A,是
EMP0900,黄玉,技术研发部,运营序列,P5,硕士,深圳,2024-05-21,1.1,32130,5314,1752,1688,40884,4292,2870,33722,A,否
EMP0901,张艳,技术研发部,产品序列,P3,本科,上海,2024-01-21,1.4,17438,4604,1395,1197,24634,2586,1570,20478,B,是
EMP0902,李秀英,技术研发部,技术序列,P3,硕士,上海,2017-04-14,8.2,14657,3681,1511,371,20220,2123,1217,16880,B,是
EMP0903,王帆,技术研发部,产品序列,P6,硕士,武汉,2024-09-20,0.8,28978,10588,2631,558,42755,4489,3020,35246,S,是
EMP0904,马丽华,财务部,技术序列,P2,本科,上海,2025-03-09,0.3,11084,4132,857,437,16510,1733,920,13857,B,是
EMP0905,邹利,市场部,职能序列,P5,本科,北京,2017-11-01,7.7,31782,,2006,783,39823,4181,2785,32857,B,是
EMP0906,白桂兰,销售部,运营序列,P3,硕士,成都,2019-06-28,6.0,7477,1617,986,1621,11701,1228,536,9937,A,是
EMP0907,郑军,销售部,产品序列,P3,硕士,成都,2017-03-18,8.3,10376,2410,1552,1050,15388,1615,831,12942,B,是
EMP0908,刘丽,产品部,技术序列,P3,本科,武汉,2022-06-28,3.0,11609,3648,963,1041,17261,1812,980,14469,C,是
EMP0909,钱婷,产品部,销售序列,P4,本科,成都,2016-04-15,9.2,13641,2637,1202,1084,18564,1949,1085,15530,B,否
EMP0910,宋桂花,市场部,产品序列,P3,本科,西安,2019-07-01,6.0,10203,1940,1140,1461,14744,1548,779,12417,C,是
EMP0911,郭春梅,财务部,职能序列,P1,本科,武汉,2022-06-16,3.0,5092,2205,620,366,8283,869,262,7152,A,是
EMP0912,张玉华,产品部,技术序列,P2,本科,成都,2023-08-06,1.9,8126,3179,724,1539,13568,1424,685,11459,A,是
EMP0913,冼平,运营部,运营序列,P1,本科,北京,2020-03-17,5.3,8522,,1197,614,12073,1267,565,10241,A,是
EMP0914,马秀梅,市场部,技术序列,M1,大专,杭州,2020-06-12,5.1,20496,5574,2172,1690,29932,3142,1994,24796,B,是
EMP0915,徐刚,财务部,运营序列,M1,大专,广州,2024-01-07,1.5,25007,6418,2376,1221,35022,3677,2401,28944,C,是
EMP0916,李璐,市场部,销售序列,P3,本科,广州,2018-03-23,7.3,14160,5484,1623,1059,22326,2344,1386,18596,B,是
EMP0917,黄彬,产品部,产品序列,P4,本科,成都,2016-11-07,8.7,13688,4148,1988,1061,20885,2192,1270,17423,C,否
EMP0918,徐晶,客户服务部,技术序列,P3,本科,深圳,2022-08-22,2.9,16256,3061,2104,1209,22630,2376,1410,18844,B,是
EMP0919,毛利,运营部,技术序列,P4,本科,上海,2023-09-29,1.8,23376,8688,1262,457,33783,3547,2302,27934,B,是
EMP0920,姚飞,技术研发部,产品序列,P5,本科,北京,2025-04-25,0.2,35004,9418,2913,1475,48810,5125,3504,40181,B,否
EMP0921,李桂花,销售部,技术序列,P7,本科,深圳,2023-01-13,2.5,45124,10327,4379,581,60411,6343,4432,49636,A,是
EMP0922,王波,人力资源部,技术序列,P3,本科,西安,2018-09-21,6.8,11364,2984,925,1384,16657,1748,932,13977,S,是
EMP0923,潘军,销售部,职能序列,P5,博士,深圳,2017-02-21,8.4,28582,8555,3430,1051,41618,4369,2929,34320,B,是
EMP0924,刘萍,销售部,产品序列,P2,本科,成都,2023-10-26,1.7,7455,1885,988,1115,11443,1201,515,9727,B,否
EMP0925,刘建国,市场部,技术序列,M2,本科,北京,2024-08-30,0.8,55953,12453,6889,943,76238,8004,5699,62535,B,是
EMP0926,田桂英,技术研发部,销售序列,P1,本科,广州,2019-05-20,6.1,7108,1915,1058,1630,11711,1229,536,9946,B,是
EMP0927,陆斌,产品部,技术序列,P4,博士,上海,2023-09-03,1.8,20941,3261,1617,870,26689,2802,1735,22152,A,是
EMP0928,周坤,人力资源部,销售序列,P4,本科,广州,2022-09-25,2.8,12971,4951,1783,811,20516,2154,1241,17121,B,是
EMP0929,张利,运营部,技术序列,P4,本科,深圳,2025-01-12,0.5,24782,4988,3138,532,33440,3511,2275,27654,B,是
EMP0930,唐柳,产品部,销售序列,P2,本科,西安,2017-05-10,8.1,6213,1013,535,353,8114,851,249,7014,B,是
EMP0931,彭成,技术研发部,运营序列,P7,本科,上海,2024-12-05,0.6,51508,17827,6356,681,76372,8019,5709,62644,C,是
EMP0932,包桂荣,销售部,销售序列,P2,大专,杭州,2022-05-07,3.2,9578,3660,578,1322,15138,1589,811,12738,B,是
EMP0933,吴岩,客户服务部,销售序列,P4,本科,深圳,2024-10-10,0.7,24850,9794,3203,1360,39207,4116,2736,32355,B,是
EMP0934,向丹丹,人力资源部,技术序列,P2,大专,广州,2016-06-17,9.0,10173,3032,1050,1092,15347,1611,827,12909,C,是
EMP0935,石倩,技术研发部,销售序列,P3,本科,广州,2019-11-23,5.6,12498,2644,990,1450,17582,1846,1006,14730,C,是
EMP0936,秦秀荣,产品部,产品序列,P3,本科,成都,2021-12-22,3.5,11054,4102,1277,541,16974,1782,957,14235,C,是
EMP0937,翁莉,技术研发部,产品序列,P3,本科,广州,2020-10-20,4.7,11822,4254,1349,836,18261,1917,1060,15284,A,是
EMP0938,蒋桂芳,销售部,产品序列,P2,硕士,北京,2023-06-02,2.1,12074,2703,856,833,16466,1728,917,13821,S,是
EMP0939,杨雪梅,技术研发部,运营序列,P2,大专,深圳,2020-02-26,5.3,11308,4760,599,1741,18408,1932,1072,15404,A,是
EMP0940,沈燕,财务部,技术序列,P3,硕士,武汉,2016-10-09,8.7,11609,2104,1083,1213,16009,1680,880,13449,A,是
EMP0941,罗英,产品部,运营序列,P5,本科,武汉,2021-09-03,3.8,23214,10325,2482,739,36760,3859,2540,30361,C,是
EMP0942,庞建华,财务部,运营序列,P6,本科,西安,2023-04-06,2.2,28918,11800,3980,1553,46251,4856,3300,38095,B,是
EMP0943,黄淑英,运营部,职能序列,P1,大专,上海,2019-10-29,5.7,8168,2910,1166,884,13128,1378,650,11100,A,是
EMP0944,余坤,销售部,销售序列,P3,硕士,广州,2016-02-21,9.4,13874,5988,1427,1721,23010,2416,1440,19154,A,是
EMP0945,陈琴,技术研发部,产品序列,P2,大专,成都,2020-09-16,4.8,7704,2825,965,1305,12799,1343,623,10833,A,否
EMP0946,庄桂英,技术研发部,技术序列,P1,本科,成都,2025-03-22,0.3,4994,1034,469,709,7206,756,176,6274,B,是
EMP0947,杨淑华,技术研发部,技术序列,P4,本科,广州,2021-06-30,4.0,16786,4744,2091,551,24172,2538,1533,20101,B,是
EMP0948,张玉梅,销售部,技术序列,P4,本科,北京,2017-03-08,8.3,22728,3896,1601,577,28802,3024,1904,23874,C,是
EMP0949,司莉,销售部,技术序列,P2,本科,成都,2020-11-10,4.6,8640,2305,752,451,12148,1275,571,10302,C,是
EMP0950,姜丽丽,财务部,产品序列,P2,大专,武汉,2020-01-23,5.4,7432,2768,842,1225,12267,1288,581,10398,A,是
EMP0951,王超,财务部,技术序列,P1,本科,上海,2023-02-16,2.4,7300,1941,378,653,10272,1078,421,8773,A,是
EMP0952,余婷婷,运营部,销售序列,P5,本科,深圳,2025-04-17,0.2,30888,7693,3775,1760,44116,4632,3129,36355,A,是
EMP0953,李桂兰,技术研发部,运营序列,M1,本科,杭州,2021-02-26,4.3,23414,7693,3127,1211,35445,3721,2435,29289,B,是
EMP0954,李琴,销售部,产品序列,P2,本科,北京,2023-12-07,1.6,12139,4997,1091,479,18706,1964,1096,15646,C,是
EMP0955,黄平,市场部,运营序列,P2,本科,西安,2017-09-18,7.8,8227,1351,779,1696,12053,1265,564,10224,B,是
EMP0956,阮宇,市场部,技术序列,P6,本科,西安,2020-11-18,4.6,30637,8138,4139,954,43868,4606,3109,36153,B,是
EMP0957,刘晶,人力资源部,产品序列,P6,本科,成都,2017-12-22,7.5,26653,5263,3400,1667,36983,3883,2558,30542,B,是
